,Byte_count,Request_count,Day,Hour,Minute
1,27815460.0,12976, 05/Jul/1998,22,0
2,30963698.0,12612, 05/Jul/1998,22,1
3,24835978.0,12992, 05/Jul/1998,22,2
4,29726180.0,13365, 05/Jul/1998,22,3
5,27853840.0,12866, 05/Jul/1998,22,4
6,24841283.0,14448, 05/Jul/1998,22,5
7,28979198.0,12852, 05/Jul/1998,22,6
8,25909509.0,12795, 05/Jul/1998,22,7
9,29960881.0,12439, 05/Jul/1998,22,8
10,42070123.0,12296, 05/Jul/1998,22,9
11,31791384.0,12854, 05/Jul/1998,22,10
12,25203866.0,12906, 05/Jul/1998,22,11
13,26059744.0,13456, 05/Jul/1998,22,12
14,26964784.0,13374, 05/Jul/1998,22,13
15,29705334.0,13592, 05/Jul/1998,22,14
16,28612635.0,12972, 05/Jul/1998,22,15
17,25053201.0,12964, 05/Jul/1998,22,16
18,29281717.0,12963, 05/Jul/1998,22,17
19,25238737.0,12967, 05/Jul/1998,22,18
20,27657091.0,13201, 05/Jul/1998,22,19
21,27546421.0,13570, 05/Jul/1998,22,20
22,26361935.0,14111, 05/Jul/1998,22,21
23,29653137.0,13227, 05/Jul/1998,22,22
24,32442720.0,13663, 05/Jul/1998,22,23
25,33427041.0,14112, 05/Jul/1998,22,24
26,39695717.0,13521, 05/Jul/1998,22,25
27,24799307.0,13395, 05/Jul/1998,22,26
28,28373081.0,13620, 05/Jul/1998,22,27
29,28202806.0,13499, 05/Jul/1998,22,28
30,28174411.0,13678, 05/Jul/1998,22,29
31,22090204.0,12676, 05/Jul/1998,22,30
32,25585643.0,12453, 05/Jul/1998,22,31
33,27755935.0,12529, 05/Jul/1998,22,32
34,28653089.0,12908, 05/Jul/1998,22,33
35,27795402.0,13359, 05/Jul/1998,22,34
36,26247332.0,13329, 05/Jul/1998,22,35
37,23132269.0,13019, 05/Jul/1998,22,36
38,22559621.0,13092, 05/Jul/1998,22,37
39,29080780.0,13399, 05/Jul/1998,22,38
40,24838635.0,13019, 05/Jul/1998,22,39
41,23574817.0,12871, 05/Jul/1998,22,40
42,27921217.0,13908, 05/Jul/1998,22,41
43,27170904.0,13966, 05/Jul/1998,22,42
44,26274513.0,13495, 05/Jul/1998,22,43
45,29178914.0,12713, 05/Jul/1998,22,44
46,25491234.0,12829, 05/Jul/1998,22,45
47,26047619.0,11971, 05/Jul/1998,22,46
48,25944884.0,12815, 05/Jul/1998,22,47
49,25589909.0,12756, 05/Jul/1998,22,48
50,33748807.0,13911, 05/Jul/1998,22,49
51,28851215.0,13581, 05/Jul/1998,22,50
52,29740330.0,13609, 05/Jul/1998,22,51
53,37799017.0,14479, 05/Jul/1998,22,52
54,32391249.0,13854, 05/Jul/1998,22,53
55,30982872.0,14700, 05/Jul/1998,22,54
56,26228575.0,14208, 05/Jul/1998,22,55
57,28129041.0,12900, 05/Jul/1998,22,56
58,19990722.0,12827, 05/Jul/1998,22,57
59,24150377.0,13010, 05/Jul/1998,22,58
60,26624987.0,11583, 05/Jul/1998,22,59
61,38372736.0,12976, 05/Jul/1998,23,0
62,20388969.0,12612, 05/Jul/1998,23,1
63,25210186.0,12992, 05/Jul/1998,23,2
64,24922776.0,13365, 05/Jul/1998,23,3
65,22207774.0,12866, 05/Jul/1998,23,4
66,25225636.0,14448, 05/Jul/1998,23,5
67,25244340.0,12852, 05/Jul/1998,23,6
68,23843240.0,12795, 05/Jul/1998,23,7
69,28381543.0,12439, 05/Jul/1998,23,8
70,24432326.0,12296, 05/Jul/1998,23,9
71,28735867.0,12854, 05/Jul/1998,23,10
72,22750489.0,12906, 05/Jul/1998,23,11
73,30841277.0,13456, 05/Jul/1998,23,12
74,26018946.0,13374, 05/Jul/1998,23,13
75,30922419.0,13592, 05/Jul/1998,23,14
76,23139498.0,12972, 05/Jul/1998,23,15
77,23943972.0,12964, 05/Jul/1998,23,16
78,24414279.0,12963, 05/Jul/1998,23,17
79,32606141.0,12967, 05/Jul/1998,23,18
80,25449371.0,13201, 05/Jul/1998,23,19
81,28673471.0,13570, 05/Jul/1998,23,20
82,26556549.0,14111, 05/Jul/1998,23,21
83,21276957.0,13227, 05/Jul/1998,23,22
84,26879515.0,13663, 05/Jul/1998,23,23
85,28333535.0,14112, 05/Jul/1998,23,24
86,23926483.0,13521, 05/Jul/1998,23,25
87,25010415.0,13395, 05/Jul/1998,23,26
88,39055443.0,13620, 05/Jul/1998,23,27
89,34327790.0,13499, 05/Jul/1998,23,28
90,32244308.0,13678, 05/Jul/1998,23,29
91,21744214.0,12676, 05/Jul/1998,23,30
92,28281558.0,12453, 05/Jul/1998,23,31
93,26009442.0,12529, 05/Jul/1998,23,32
94,26138753.0,12908, 05/Jul/1998,23,33
95,24562904.0,13359, 05/Jul/1998,23,34
96,25931359.0,13329, 05/Jul/1998,23,35
97,26293573.0,13019, 05/Jul/1998,23,36
98,23034658.0,13092, 05/Jul/1998,23,37
99,31311851.0,13399, 05/Jul/1998,23,38
100,23620631.0,13019, 05/Jul/1998,23,39
101,33619419.0,12871, 05/Jul/1998,23,40
102,26494517.0,13908, 05/Jul/1998,23,41
103,31103467.0,13966, 05/Jul/1998,23,42
104,28041514.0,13495, 05/Jul/1998,23,43
105,22083667.0,12713, 05/Jul/1998,23,44
106,26643984.0,12829, 05/Jul/1998,23,45
107,28690182.0,11971, 05/Jul/1998,23,46
108,24774164.0,12815, 05/Jul/1998,23,47
109,25823366.0,12756, 05/Jul/1998,23,48
110,28853233.0,13911, 05/Jul/1998,23,49
111,27956386.0,13581, 05/Jul/1998,23,50
112,43096906.0,13609, 05/Jul/1998,23,51
113,27443334.0,14479, 05/Jul/1998,23,52
114,27466554.0,13854, 05/Jul/1998,23,53
115,26433574.0,14700, 05/Jul/1998,23,54
116,23482195.0,14208, 05/Jul/1998,23,55
117,32436563.0,12900, 05/Jul/1998,23,56
118,28029449.0,12827, 05/Jul/1998,23,57
119,24438427.0,13010, 05/Jul/1998,23,58
120,22722571.0,11583, 05/Jul/1998,23,59
121,27952004.0,105867, 06/Jul/1998,0,0
122,26550697.0,99348, 06/Jul/1998,0,1
123,27285516.0,96296, 06/Jul/1998,0,2
124,29257351.0,96335, 06/Jul/1998,0,3
125,25319511.0,97153, 06/Jul/1998,0,4
126,25686742.0,96393, 06/Jul/1998,0,5
127,27750659.0,98998, 06/Jul/1998,0,6
128,27289814.0,97803, 06/Jul/1998,0,7
129,25739711.0,95288, 06/Jul/1998,0,8
130,25820655.0,95456, 06/Jul/1998,0,9
131,28682484.0,95468, 06/Jul/1998,0,10
132,28307114.0,94704, 06/Jul/1998,0,11
133,26010355.0,94667, 06/Jul/1998,0,12
134,28732084.0,95419, 06/Jul/1998,0,13
135,30899215.0,94403, 06/Jul/1998,0,14
136,27442278.0,93812, 06/Jul/1998,0,15
137,25953032.0,96597, 06/Jul/1998,0,16
138,26752870.0,94875, 06/Jul/1998,0,17
139,29035856.0,98444, 06/Jul/1998,0,18
140,30512911.0,96239, 06/Jul/1998,0,19
141,28039255.0,97651, 06/Jul/1998,0,20
142,23914049.0,98296, 06/Jul/1998,0,21
143,27780236.0,97266, 06/Jul/1998,0,22
144,27769397.0,99068, 06/Jul/1998,0,23
145,26115483.0,100775, 06/Jul/1998,0,24
146,25379345.0,98787, 06/Jul/1998,0,25
147,31434914.0,97110, 06/Jul/1998,0,26
148,24186448.0,95401, 06/Jul/1998,0,27
149,25478351.0,97231, 06/Jul/1998,0,28
150,24517786.0,96757, 06/Jul/1998,0,29
151,28584962.0,96213, 06/Jul/1998,0,30
152,37568167.0,98369, 06/Jul/1998,0,31
153,26861452.0,99594, 06/Jul/1998,0,32
154,27383469.0,97038, 06/Jul/1998,0,33
155,33147472.0,99148, 06/Jul/1998,0,34
156,33024849.0,97404, 06/Jul/1998,0,35
157,36849404.0,97754, 06/Jul/1998,0,36
158,28808215.0,95413, 06/Jul/1998,0,37
159,26696172.0,93965, 06/Jul/1998,0,38
160,27250545.0,93042, 06/Jul/1998,0,39
161,27731630.0,97718, 06/Jul/1998,0,40
162,30180338.0,96003, 06/Jul/1998,0,41
163,34819756.0,96979, 06/Jul/1998,0,42
164,28695781.0,95527, 06/Jul/1998,0,43
165,33086930.0,96791, 06/Jul/1998,0,44
166,32709165.0,98652, 06/Jul/1998,0,45
167,36262395.0,97677, 06/Jul/1998,0,46
168,29719604.0,99849, 06/Jul/1998,0,47
169,30529221.0,98868, 06/Jul/1998,0,48
170,30943774.0,99980, 06/Jul/1998,0,49
171,28408496.0,100101, 06/Jul/1998,0,50
172,30016270.0,99629, 06/Jul/1998,0,51
173,28642134.0,100072, 06/Jul/1998,0,52
174,31784117.0,98011, 06/Jul/1998,0,53
175,31153871.0,98146, 06/Jul/1998,0,54
176,31042875.0,100078, 06/Jul/1998,0,55
177,35547441.0,99064, 06/Jul/1998,0,56
178,32041460.0,100706, 06/Jul/1998,0,57
179,29165045.0,98948, 06/Jul/1998,0,58
180,32145131.0,98963, 06/Jul/1998,0,59
181,31248315.0,105867, 06/Jul/1998,1,0
182,29884921.0,99348, 06/Jul/1998,1,1
183,30310704.0,96296, 06/Jul/1998,1,2
184,27612471.0,96335, 06/Jul/1998,1,3
185,28877885.0,97153, 06/Jul/1998,1,4
186,33103701.0,96393, 06/Jul/1998,1,5
187,34573368.0,98998, 06/Jul/1998,1,6
188,31942395.0,97803, 06/Jul/1998,1,7
189,31084634.0,95288, 06/Jul/1998,1,8
190,42192991.0,95456, 06/Jul/1998,1,9
191,36505340.0,95468, 06/Jul/1998,1,10
192,31861691.0,94704, 06/Jul/1998,1,11
193,29242430.0,94667, 06/Jul/1998,1,12
194,33422444.0,95419, 06/Jul/1998,1,13
195,28310582.0,94403, 06/Jul/1998,1,14
196,29773560.0,93812, 06/Jul/1998,1,15
197,32403345.0,96597, 06/Jul/1998,1,16
198,27689878.0,94875, 06/Jul/1998,1,17
199,34451452.0,98444, 06/Jul/1998,1,18
200,32089603.0,96239, 06/Jul/1998,1,19
201,35416579.0,97651, 06/Jul/1998,1,20
202,41791090.0,98296, 06/Jul/1998,1,21
203,39075612.0,97266, 06/Jul/1998,1,22
204,30176423.0,99068, 06/Jul/1998,1,23
205,34299629.0,100775, 06/Jul/1998,1,24
206,33062548.0,98787, 06/Jul/1998,1,25
207,27387763.0,97110, 06/Jul/1998,1,26
208,26569839.0,95401, 06/Jul/1998,1,27
209,33935293.0,97231, 06/Jul/1998,1,28
210,29451975.0,96757, 06/Jul/1998,1,29
211,35335146.0,96213, 06/Jul/1998,1,30
212,40044632.0,98369, 06/Jul/1998,1,31
213,32101616.0,99594, 06/Jul/1998,1,32
214,31865799.0,97038, 06/Jul/1998,1,33
215,37465880.0,99148, 06/Jul/1998,1,34
216,34814787.0,97404, 06/Jul/1998,1,35
217,35349125.0,97754, 06/Jul/1998,1,36
218,37433408.0,95413, 06/Jul/1998,1,37
219,32058224.0,93965, 06/Jul/1998,1,38
220,28826919.0,93042, 06/Jul/1998,1,39
221,30107854.0,97718, 06/Jul/1998,1,40
222,28530760.0,96003, 06/Jul/1998,1,41
223,28401856.0,96979, 06/Jul/1998,1,42
224,29648683.0,95527, 06/Jul/1998,1,43
225,30637306.0,96791, 06/Jul/1998,1,44
226,35009306.0,98652, 06/Jul/1998,1,45
227,34738856.0,97677, 06/Jul/1998,1,46
228,32451035.0,99849, 06/Jul/1998,1,47
229,31193782.0,98868, 06/Jul/1998,1,48
230,27021246.0,99980, 06/Jul/1998,1,49
231,34440175.0,100101, 06/Jul/1998,1,50
232,35214816.0,99629, 06/Jul/1998,1,51
233,35633536.0,100072, 06/Jul/1998,1,52
234,37397593.0,98011, 06/Jul/1998,1,53
235,47248428.0,98146, 06/Jul/1998,1,54
236,30774921.0,100078, 06/Jul/1998,1,55
237,47068265.0,99064, 06/Jul/1998,1,56
238,31232821.0,100706, 06/Jul/1998,1,57
239,34108029.0,98948, 06/Jul/1998,1,58
240,36126058.0,98963, 06/Jul/1998,1,59
241,29147376.0,105867, 06/Jul/1998,2,0
242,30162035.0,99348, 06/Jul/1998,2,1
243,36521826.0,96296, 06/Jul/1998,2,2
244,29897349.0,96335, 06/Jul/1998,2,3
245,28549159.0,97153, 06/Jul/1998,2,4
246,36785089.0,96393, 06/Jul/1998,2,5
247,36894655.0,98998, 06/Jul/1998,2,6
248,29629057.0,97803, 06/Jul/1998,2,7
249,29676052.0,95288, 06/Jul/1998,2,8
250,30596115.0,95456, 06/Jul/1998,2,9
251,29787186.0,95468, 06/Jul/1998,2,10
252,28088337.0,94704, 06/Jul/1998,2,11
253,32702730.0,94667, 06/Jul/1998,2,12
254,32511081.0,95419, 06/Jul/1998,2,13
255,33102857.0,94403, 06/Jul/1998,2,14
256,27726522.0,93812, 06/Jul/1998,2,15
257,37382683.0,96597, 06/Jul/1998,2,16
258,27931829.0,94875, 06/Jul/1998,2,17
259,24864078.0,98444, 06/Jul/1998,2,18
260,29967109.0,96239, 06/Jul/1998,2,19
261,29608786.0,97651, 06/Jul/1998,2,20
262,34095747.0,98296, 06/Jul/1998,2,21
263,34200329.0,97266, 06/Jul/1998,2,22
264,33506268.0,99068, 06/Jul/1998,2,23
265,33335125.0,100775, 06/Jul/1998,2,24
266,38257130.0,98787, 06/Jul/1998,2,25
267,30665556.0,97110, 06/Jul/1998,2,26
268,38700997.0,95401, 06/Jul/1998,2,27
269,32354086.0,97231, 06/Jul/1998,2,28
270,31900034.0,96757, 06/Jul/1998,2,29
271,33162425.0,96213, 06/Jul/1998,2,30
272,32412763.0,98369, 06/Jul/1998,2,31
273,37290283.0,99594, 06/Jul/1998,2,32
274,33988864.0,97038, 06/Jul/1998,2,33
275,31955698.0,99148, 06/Jul/1998,2,34
276,33775143.0,97404, 06/Jul/1998,2,35
277,31361910.0,97754, 06/Jul/1998,2,36
278,31434587.0,95413, 06/Jul/1998,2,37
279,39245207.0,93965, 06/Jul/1998,2,38
280,35988028.0,93042, 06/Jul/1998,2,39
281,34648079.0,97718, 06/Jul/1998,2,40
282,36399988.0,96003, 06/Jul/1998,2,41
283,29263779.0,96979, 06/Jul/1998,2,42
284,29468603.0,95527, 06/Jul/1998,2,43
285,32430265.0,96791, 06/Jul/1998,2,44
286,32055277.0,98652, 06/Jul/1998,2,45
287,34932868.0,97677, 06/Jul/1998,2,46
288,31832204.0,99849, 06/Jul/1998,2,47
289,31111140.0,98868, 06/Jul/1998,2,48
290,31416613.0,99980, 06/Jul/1998,2,49
291,28951592.0,100101, 06/Jul/1998,2,50
292,31365613.0,99629, 06/Jul/1998,2,51
293,43918422.0,100072, 06/Jul/1998,2,52
294,33481998.0,98011, 06/Jul/1998,2,53
295,29881239.0,98146, 06/Jul/1998,2,54
296,34692366.0,100078, 06/Jul/1998,2,55
297,32440685.0,99064, 06/Jul/1998,2,56
298,28003946.0,100706, 06/Jul/1998,2,57
299,31402690.0,98948, 06/Jul/1998,2,58
300,37885810.0,98963, 06/Jul/1998,2,59
301,28577660.0,105867, 06/Jul/1998,3,0
302,28808589.0,99348, 06/Jul/1998,3,1
303,38499802.0,96296, 06/Jul/1998,3,2
304,42987781.0,96335, 06/Jul/1998,3,3
305,40547221.0,97153, 06/Jul/1998,3,4
306,34672878.0,96393, 06/Jul/1998,3,5
307,33873525.0,98998, 06/Jul/1998,3,6
308,37039705.0,97803, 06/Jul/1998,3,7
309,40387548.0,95288, 06/Jul/1998,3,8
310,34327017.0,95456, 06/Jul/1998,3,9
311,29689390.0,95468, 06/Jul/1998,3,10
312,36817667.0,94704, 06/Jul/1998,3,11
313,36165186.0,94667, 06/Jul/1998,3,12
314,37121364.0,95419, 06/Jul/1998,3,13
315,35886114.0,94403, 06/Jul/1998,3,14
316,34862758.0,93812, 06/Jul/1998,3,15
317,34401170.0,96597, 06/Jul/1998,3,16
318,34645659.0,94875, 06/Jul/1998,3,17
319,36286224.0,98444, 06/Jul/1998,3,18
320,35902749.0,96239, 06/Jul/1998,3,19
321,28427662.0,97651, 06/Jul/1998,3,20
322,30667384.0,98296, 06/Jul/1998,3,21
323,34397578.0,97266, 06/Jul/1998,3,22
324,34577795.0,99068, 06/Jul/1998,3,23
325,35581596.0,100775, 06/Jul/1998,3,24
326,32492888.0,98787, 06/Jul/1998,3,25
327,33861465.0,97110, 06/Jul/1998,3,26
328,42241974.0,95401, 06/Jul/1998,3,27
329,34568442.0,97231, 06/Jul/1998,3,28
330,36440124.0,96757, 06/Jul/1998,3,29
331,28417562.0,96213, 06/Jul/1998,3,30
332,29052699.0,98369, 06/Jul/1998,3,31
333,36304202.0,99594, 06/Jul/1998,3,32
