,Byte_count,Request_count,Day,Hour,Minute
1,43953388.0,19384, 02/Jul/1998,22,0
2,38785570.0,20876, 02/Jul/1998,22,1
3,36343966.0,20082, 02/Jul/1998,22,2
4,38747056.0,19879, 02/Jul/1998,22,3
5,40235973.0,19473, 02/Jul/1998,22,4
6,34544594.0,19249, 02/Jul/1998,22,5
7,35086060.0,18573, 02/Jul/1998,22,6
8,33918559.0,18038, 02/Jul/1998,22,7
9,35999876.0,18221, 02/Jul/1998,22,8
10,37084471.0,18711, 02/Jul/1998,22,9
11,36908867.0,18310, 02/Jul/1998,22,10
12,37852018.0,19733, 02/Jul/1998,22,11
13,32624670.0,19041, 02/Jul/1998,22,12
14,32874164.0,18622, 02/Jul/1998,22,13
15,36822239.0,18596, 02/Jul/1998,22,14
16,34584929.0,18883, 02/Jul/1998,22,15
17,35417972.0,19174, 02/Jul/1998,22,16
18,40356410.0,20303, 02/Jul/1998,22,17
19,37774365.0,19634, 02/Jul/1998,22,18
20,41753468.0,18162, 02/Jul/1998,22,19
21,39275782.0,17253, 02/Jul/1998,22,20
22,37747607.0,19175, 02/Jul/1998,22,21
23,40232026.0,19166, 02/Jul/1998,22,22
24,39160107.0,18904, 02/Jul/1998,22,23
25,36240211.0,18919, 02/Jul/1998,22,24
26,40904919.0,19698, 02/Jul/1998,22,25
27,35423020.0,19233, 02/Jul/1998,22,26
28,45946490.0,19441, 02/Jul/1998,22,27
29,41333802.0,18899, 02/Jul/1998,22,28
30,40591374.0,17171, 02/Jul/1998,22,29
31,39840136.0,18216, 02/Jul/1998,22,30
32,36318818.0,18256, 02/Jul/1998,22,31
33,35662579.0,18328, 02/Jul/1998,22,32
34,36974902.0,19426, 02/Jul/1998,22,33
35,34555285.0,18037, 02/Jul/1998,22,34
36,32916867.0,17467, 02/Jul/1998,22,35
37,34348909.0,17473, 02/Jul/1998,22,36
38,36549396.0,17654, 02/Jul/1998,22,37
39,41631168.0,20087, 02/Jul/1998,22,38
40,41017343.0,19266, 02/Jul/1998,22,39
41,34753215.0,18250, 02/Jul/1998,22,40
42,39792923.0,18919, 02/Jul/1998,22,41
43,34081552.0,19160, 02/Jul/1998,22,42
44,38465027.0,18736, 02/Jul/1998,22,43
45,41205104.0,18375, 02/Jul/1998,22,44
46,35662904.0,17852, 02/Jul/1998,22,45
47,33042216.0,18342, 02/Jul/1998,22,46
48,36364956.0,18475, 02/Jul/1998,22,47
49,40349855.0,18249, 02/Jul/1998,22,48
50,42223112.0,19484, 02/Jul/1998,22,49
51,41355184.0,19017, 02/Jul/1998,22,50
52,38377939.0,18308, 02/Jul/1998,22,51
53,35808740.0,17846, 02/Jul/1998,22,52
54,36958608.0,17476, 02/Jul/1998,22,53
55,36046592.0,19095, 02/Jul/1998,22,54
56,33706739.0,17857, 02/Jul/1998,22,55
57,34188387.0,17463, 02/Jul/1998,22,56
58,34905058.0,19238, 02/Jul/1998,22,57
59,42062161.0,18208, 02/Jul/1998,22,58
60,33626886.0,17252, 02/Jul/1998,22,59
61,38345796.0,19384, 02/Jul/1998,23,0
62,33825101.0,20876, 02/Jul/1998,23,1
63,34865664.0,20082, 02/Jul/1998,23,2
64,34061267.0,19879, 02/Jul/1998,23,3
65,32319702.0,19473, 02/Jul/1998,23,4
66,38626767.0,19249, 02/Jul/1998,23,5
67,38387403.0,18573, 02/Jul/1998,23,6
68,39910526.0,18038, 02/Jul/1998,23,7
69,37320545.0,18221, 02/Jul/1998,23,8
70,37699167.0,18711, 02/Jul/1998,23,9
71,39597796.0,18310, 02/Jul/1998,23,10
72,36522331.0,19733, 02/Jul/1998,23,11
73,37488754.0,19041, 02/Jul/1998,23,12
74,47332176.0,18622, 02/Jul/1998,23,13
75,47547641.0,18596, 02/Jul/1998,23,14
76,38529095.0,18883, 02/Jul/1998,23,15
77,37591140.0,19174, 02/Jul/1998,23,16
78,34017995.0,20303, 02/Jul/1998,23,17
79,38865185.0,19634, 02/Jul/1998,23,18
80,37274175.0,18162, 02/Jul/1998,23,19
81,33797236.0,17253, 02/Jul/1998,23,20
82,37632314.0,19175, 02/Jul/1998,23,21
83,45558647.0,19166, 02/Jul/1998,23,22
84,35944701.0,18904, 02/Jul/1998,23,23
85,34943279.0,18919, 02/Jul/1998,23,24
86,30982014.0,19698, 02/Jul/1998,23,25
87,31442894.0,19233, 02/Jul/1998,23,26
88,36748028.0,19441, 02/Jul/1998,23,27
89,37757726.0,18899, 02/Jul/1998,23,28
90,43454035.0,17171, 02/Jul/1998,23,29
91,44602278.0,18216, 02/Jul/1998,23,30
92,41543074.0,18256, 02/Jul/1998,23,31
93,48487542.0,18328, 02/Jul/1998,23,32
94,38133853.0,19426, 02/Jul/1998,23,33
95,37070407.0,18037, 02/Jul/1998,23,34
96,37982578.0,17467, 02/Jul/1998,23,35
97,36997703.0,17473, 02/Jul/1998,23,36
98,35246608.0,17654, 02/Jul/1998,23,37
99,41037040.0,20087, 02/Jul/1998,23,38
100,37612724.0,19266, 02/Jul/1998,23,39
101,44257436.0,18250, 02/Jul/1998,23,40
102,35671316.0,18919, 02/Jul/1998,23,41
103,36562091.0,19160, 02/Jul/1998,23,42
104,41110900.0,18736, 02/Jul/1998,23,43
105,36868820.0,18375, 02/Jul/1998,23,44
106,42324754.0,17852, 02/Jul/1998,23,45
107,38117602.0,18342, 02/Jul/1998,23,46
108,40208642.0,18475, 02/Jul/1998,23,47
109,41317147.0,18249, 02/Jul/1998,23,48
110,34295714.0,19484, 02/Jul/1998,23,49
111,35569798.0,19017, 02/Jul/1998,23,50
112,36097072.0,18308, 02/Jul/1998,23,51
113,42921433.0,17846, 02/Jul/1998,23,52
114,34864248.0,17476, 02/Jul/1998,23,53
115,38622467.0,19095, 02/Jul/1998,23,54
116,34794124.0,17857, 02/Jul/1998,23,55
117,32548165.0,17463, 02/Jul/1998,23,56
118,36492550.0,19238, 02/Jul/1998,23,57
119,32863175.0,18208, 02/Jul/1998,23,58
120,33051081.0,17252, 02/Jul/1998,23,59
121,34641445.0,101299, 03/Jul/1998,0,0
122,39862725.0,102363, 03/Jul/1998,0,1
123,35355550.0,100562, 03/Jul/1998,0,2
124,34509835.0,101281, 03/Jul/1998,0,3
125,35983462.0,102844, 03/Jul/1998,0,4
126,31721630.0,100607, 03/Jul/1998,0,5
127,39769640.0,100211, 03/Jul/1998,0,6
128,35772334.0,95502, 03/Jul/1998,0,7
129,34860283.0,93140, 03/Jul/1998,0,8
130,31898274.0,95117, 03/Jul/1998,0,9
131,40418811.0,94412, 03/Jul/1998,0,10
132,39347088.0,94404, 03/Jul/1998,0,11
133,37268593.0,92436, 03/Jul/1998,0,12
134,31781681.0,91563, 03/Jul/1998,0,13
135,34245452.0,90375, 03/Jul/1998,0,14
136,39539036.0,92911, 03/Jul/1998,0,15
137,44365549.0,94066, 03/Jul/1998,0,16
138,34135020.0,92919, 03/Jul/1998,0,17
139,33246036.0,93033, 03/Jul/1998,0,18
140,35135187.0,94566, 03/Jul/1998,0,19
141,28996043.0,92562, 03/Jul/1998,0,20
142,29318163.0,87293, 03/Jul/1998,0,21
143,30486337.0,88711, 03/Jul/1998,0,22
144,33218221.0,90673, 03/Jul/1998,0,23
145,34638347.0,89268, 03/Jul/1998,0,24
146,37280080.0,90019, 03/Jul/1998,0,25
147,32128217.0,90727, 03/Jul/1998,0,26
148,40252961.0,91732, 03/Jul/1998,0,27
149,38016197.0,91488, 03/Jul/1998,0,28
150,33942601.0,89848, 03/Jul/1998,0,29
151,33005572.0,89154, 03/Jul/1998,0,30
152,39364700.0,90428, 03/Jul/1998,0,31
153,40303219.0,90779, 03/Jul/1998,0,32
154,39863686.0,91028, 03/Jul/1998,0,33
155,40619159.0,91487, 03/Jul/1998,0,34
156,40162847.0,90775, 03/Jul/1998,0,35
157,43367823.0,92610, 03/Jul/1998,0,36
158,38249408.0,92435, 03/Jul/1998,0,37
159,33202162.0,89495, 03/Jul/1998,0,38
160,36275864.0,88175, 03/Jul/1998,0,39
161,45093154.0,89366, 03/Jul/1998,0,40
162,35442236.0,89617, 03/Jul/1998,0,41
163,34219783.0,90070, 03/Jul/1998,0,42
164,34496075.0,89590, 03/Jul/1998,0,43
165,30996112.0,92334, 03/Jul/1998,0,44
166,35788974.0,92261, 03/Jul/1998,0,45
167,41010834.0,90645, 03/Jul/1998,0,46
168,35965549.0,89748, 03/Jul/1998,0,47
169,38362416.0,92747, 03/Jul/1998,0,48
170,35918760.0,92078, 03/Jul/1998,0,49
171,37354295.0,91659, 03/Jul/1998,0,50
172,26835086.0,91937, 03/Jul/1998,0,51
173,37353315.0,93042, 03/Jul/1998,0,52
174,34306507.0,90773, 03/Jul/1998,0,53
175,38686713.0,91747, 03/Jul/1998,0,54
176,40610071.0,94152, 03/Jul/1998,0,55
177,32220918.0,94652, 03/Jul/1998,0,56
178,32633858.0,93707, 03/Jul/1998,0,57
179,40749238.0,93693, 03/Jul/1998,0,58
180,29613965.0,93321, 03/Jul/1998,0,59
181,37047471.0,101299, 03/Jul/1998,1,0
182,31066741.0,102363, 03/Jul/1998,1,1
183,31007628.0,100562, 03/Jul/1998,1,2
184,39009062.0,101281, 03/Jul/1998,1,3
185,38668563.0,102844, 03/Jul/1998,1,4
186,35620079.0,100607, 03/Jul/1998,1,5
187,40369011.0,100211, 03/Jul/1998,1,6
188,39458578.0,95502, 03/Jul/1998,1,7
189,37840754.0,93140, 03/Jul/1998,1,8
190,35633759.0,95117, 03/Jul/1998,1,9
191,44785648.0,94412, 03/Jul/1998,1,10
192,41790113.0,94404, 03/Jul/1998,1,11
193,42737098.0,92436, 03/Jul/1998,1,12
194,38057466.0,91563, 03/Jul/1998,1,13
195,33399287.0,90375, 03/Jul/1998,1,14
196,39679079.0,92911, 03/Jul/1998,1,15
197,42738763.0,94066, 03/Jul/1998,1,16
198,34355149.0,92919, 03/Jul/1998,1,17
199,43034922.0,93033, 03/Jul/1998,1,18
200,36462951.0,94566, 03/Jul/1998,1,19
201,32792759.0,92562, 03/Jul/1998,1,20
202,34177829.0,87293, 03/Jul/1998,1,21
203,33232151.0,88711, 03/Jul/1998,1,22
204,30997207.0,90673, 03/Jul/1998,1,23
205,31830833.0,89268, 03/Jul/1998,1,24
206,33013347.0,90019, 03/Jul/1998,1,25
207,46265339.0,90727, 03/Jul/1998,1,26
208,36763971.0,91732, 03/Jul/1998,1,27
209,42038898.0,91488, 03/Jul/1998,1,28
210,46219250.0,89848, 03/Jul/1998,1,29
211,46676792.0,89154, 03/Jul/1998,1,30
212,38802843.0,90428, 03/Jul/1998,1,31
213,32525801.0,90779, 03/Jul/1998,1,32
214,34242324.0,91028, 03/Jul/1998,1,33
215,34261875.0,91487, 03/Jul/1998,1,34
216,42029103.0,90775, 03/Jul/1998,1,35
217,39556218.0,92610, 03/Jul/1998,1,36
218,32733527.0,92435, 03/Jul/1998,1,37
219,30402901.0,89495, 03/Jul/1998,1,38
220,30441879.0,88175, 03/Jul/1998,1,39
221,32641571.0,89366, 03/Jul/1998,1,40
222,40088420.0,89617, 03/Jul/1998,1,41
223,29384033.0,90070, 03/Jul/1998,1,42
224,42301608.0,89590, 03/Jul/1998,1,43
225,38428406.0,92334, 03/Jul/1998,1,44
226,39432471.0,92261, 03/Jul/1998,1,45
227,34934817.0,90645, 03/Jul/1998,1,46
228,36689318.0,89748, 03/Jul/1998,1,47
229,29648970.0,92747, 03/Jul/1998,1,48
230,34090246.0,92078, 03/Jul/1998,1,49
231,33933309.0,91659, 03/Jul/1998,1,50
232,40051523.0,91937, 03/Jul/1998,1,51
233,36081144.0,93042, 03/Jul/1998,1,52
234,35002058.0,90773, 03/Jul/1998,1,53
235,37581114.0,91747, 03/Jul/1998,1,54
236,41776888.0,94152, 03/Jul/1998,1,55
237,38248487.0,94652, 03/Jul/1998,1,56
238,40990074.0,93707, 03/Jul/1998,1,57
239,45195872.0,93693, 03/Jul/1998,1,58
240,49276687.0,93321, 03/Jul/1998,1,59
241,40154638.0,101299, 03/Jul/1998,2,0
242,39316188.0,102363, 03/Jul/1998,2,1
243,35470205.0,100562, 03/Jul/1998,2,2
244,37238174.0,101281, 03/Jul/1998,2,3
245,44915749.0,102844, 03/Jul/1998,2,4
246,43891002.0,100607, 03/Jul/1998,2,5
247,33128140.0,100211, 03/Jul/1998,2,6
248,42368361.0,95502, 03/Jul/1998,2,7
249,35548998.0,93140, 03/Jul/1998,2,8
250,33173505.0,95117, 03/Jul/1998,2,9
251,41751527.0,94412, 03/Jul/1998,2,10
252,40532662.0,94404, 03/Jul/1998,2,11
253,35465874.0,92436, 03/Jul/1998,2,12
254,38339696.0,91563, 03/Jul/1998,2,13
