,Byte_count,Request_count,Day,Hour,Minute
1,14257370.0,2932, 22/May/1998,22,0
2,18394561.0,3008, 22/May/1998,22,1
3,9513047.0,3078, 22/May/1998,22,2
4,16104724.0,3099, 22/May/1998,22,3
5,10010300.0,3087, 22/May/1998,22,4
6,15573496.0,2864, 22/May/1998,22,5
7,16624997.0,3034, 22/May/1998,22,6
8,20939570.0,2965, 22/May/1998,22,7
9,21772708.0,3048, 22/May/1998,22,8
10,17198565.0,2817, 22/May/1998,22,9
11,15540525.0,2995, 22/May/1998,22,10
12,18609097.0,2690, 22/May/1998,22,11
13,17194466.0,2820, 22/May/1998,22,12
14,20954166.0,2618, 22/May/1998,22,13
15,19742895.0,2765, 22/May/1998,22,14
16,19571400.0,3008, 22/May/1998,22,15
17,12886563.0,3295, 22/May/1998,22,16
18,9564574.0,3375, 22/May/1998,22,17
19,16722253.0,2904, 22/May/1998,22,18
20,14231816.0,2790, 22/May/1998,22,19
21,15632127.0,2547, 22/May/1998,22,20
22,14522886.0,2889, 22/May/1998,22,21
23,10227623.0,3335, 22/May/1998,22,22
24,21394931.0,3282, 22/May/1998,22,23
25,17776546.0,3041, 22/May/1998,22,24
26,18141183.0,3046, 22/May/1998,22,25
27,13003067.0,2896, 22/May/1998,22,26
28,21086438.0,2589, 22/May/1998,22,27
29,17205812.0,3091, 22/May/1998,22,28
30,29860495.0,2427, 22/May/1998,22,29
31,17705618.0,2508, 22/May/1998,22,30
32,29181304.0,3234, 22/May/1998,22,31
33,21271497.0,2926, 22/May/1998,22,32
34,12932225.0,2877, 22/May/1998,22,33
35,9984989.0,3057, 22/May/1998,22,34
36,18396643.0,2648, 22/May/1998,22,35
37,17897999.0,2727, 22/May/1998,22,36
38,18755796.0,2856, 22/May/1998,22,37
39,23910835.0,2817, 22/May/1998,22,38
40,19288910.0,2583, 22/May/1998,22,39
41,14579912.0,2334, 22/May/1998,22,40
42,22118875.0,2841, 22/May/1998,22,41
43,14718875.0,3107, 22/May/1998,22,42
44,13575268.0,2630, 22/May/1998,22,43
45,5223340.0,2914, 22/May/1998,22,44
46,11321906.0,3248, 22/May/1998,22,45
47,14793347.0,2865, 22/May/1998,22,46
48,17120006.0,2605, 22/May/1998,22,47
49,20619517.0,2859, 22/May/1998,22,48
50,15606465.0,2748, 22/May/1998,22,49
51,16701574.0,2544, 22/May/1998,22,50
52,10479177.0,2492, 22/May/1998,22,51
53,18237165.0,2604, 22/May/1998,22,52
54,17925993.0,2618, 22/May/1998,22,53
55,12899119.0,2534, 22/May/1998,22,54
56,14337955.0,2667, 22/May/1998,22,55
57,12527403.0,2336, 22/May/1998,22,56
58,8543470.0,2073, 22/May/1998,22,57
59,17761590.0,2349, 22/May/1998,22,58
60,13381637.0,2547, 22/May/1998,22,59
61,11981593.0,2932, 22/May/1998,23,0
62,18789554.0,3008, 22/May/1998,23,1
63,8575973.0,3078, 22/May/1998,23,2
64,14696833.0,3099, 22/May/1998,23,3
65,18652726.0,3087, 22/May/1998,23,4
66,9832898.0,2864, 22/May/1998,23,5
67,25424582.0,3034, 22/May/1998,23,6
68,21508744.0,2965, 22/May/1998,23,7
69,28071137.0,3048, 22/May/1998,23,8
70,17442699.0,2817, 22/May/1998,23,9
71,16295717.0,2995, 22/May/1998,23,10
72,8855895.0,2690, 22/May/1998,23,11
73,7669024.0,2820, 22/May/1998,23,12
74,10103072.0,2618, 22/May/1998,23,13
75,12443271.0,2765, 22/May/1998,23,14
76,14256932.0,3008, 22/May/1998,23,15
77,13448887.0,3295, 22/May/1998,23,16
78,13334931.0,3375, 22/May/1998,23,17
79,20886311.0,2904, 22/May/1998,23,18
80,11621954.0,2790, 22/May/1998,23,19
81,22667802.0,2547, 22/May/1998,23,20
82,11154840.0,2889, 22/May/1998,23,21
83,7967236.0,3335, 22/May/1998,23,22
84,14669097.0,3282, 22/May/1998,23,23
85,7704179.0,3041, 22/May/1998,23,24
86,10552268.0,3046, 22/May/1998,23,25
87,12931862.0,2896, 22/May/1998,23,26
88,10002606.0,2589, 22/May/1998,23,27
89,7171525.0,3091, 22/May/1998,23,28
90,11602002.0,2427, 22/May/1998,23,29
91,8333934.0,2508, 22/May/1998,23,30
92,11091388.0,3234, 22/May/1998,23,31
93,12773628.0,2926, 22/May/1998,23,32
94,9842770.0,2877, 22/May/1998,23,33
95,8781936.0,3057, 22/May/1998,23,34
96,8122760.0,2648, 22/May/1998,23,35
97,10754127.0,2727, 22/May/1998,23,36
98,14758354.0,2856, 22/May/1998,23,37
99,13170586.0,2817, 22/May/1998,23,38
100,10996187.0,2583, 22/May/1998,23,39
101,17548088.0,2334, 22/May/1998,23,40
102,9232746.0,2841, 22/May/1998,23,41
103,11286050.0,3107, 22/May/1998,23,42
104,16371425.0,2630, 22/May/1998,23,43
105,13504794.0,2914, 22/May/1998,23,44
106,16443595.0,3248, 22/May/1998,23,45
107,9629566.0,2865, 22/May/1998,23,46
108,10548398.0,2605, 22/May/1998,23,47
109,18232790.0,2859, 22/May/1998,23,48
110,10001454.0,2748, 22/May/1998,23,49
111,13688013.0,2544, 22/May/1998,23,50
112,9852862.0,2492, 22/May/1998,23,51
113,7281339.0,2604, 22/May/1998,23,52
114,11552596.0,2618, 22/May/1998,23,53
115,19707913.0,2534, 22/May/1998,23,54
116,11892991.0,2667, 22/May/1998,23,55
117,7705718.0,2336, 22/May/1998,23,56
118,9907160.0,2073, 22/May/1998,23,57
119,15652319.0,2349, 22/May/1998,23,58
120,16946410.0,2547, 22/May/1998,23,59
121,9905211.0,30132, 23/May/1998,0,0
122,6327014.0,29682, 23/May/1998,0,1
123,6375035.0,29783, 23/May/1998,0,2
124,10975112.0,31235, 23/May/1998,0,3
125,14163284.0,30926, 23/May/1998,0,4
126,8786283.0,31115, 23/May/1998,0,5
127,6351621.0,30006, 23/May/1998,0,6
128,8731516.0,30284, 23/May/1998,0,7
129,12245065.0,30529, 23/May/1998,0,8
130,12051592.0,30736, 23/May/1998,0,9
131,13361864.0,30046, 23/May/1998,0,10
132,17671974.0,30656, 23/May/1998,0,11
133,13693334.0,30608, 23/May/1998,0,12
134,6842474.0,30775, 23/May/1998,0,13
