,Byte_count,Request_count,Day,Hour,Minute
1,4828989.0,1900, 03/Jul/1998,16,0
2,306324245.0,99739, 03/Jul/1998,16,1
3,318680345.0,100387, 03/Jul/1998,16,2
4,313530774.0,99747, 03/Jul/1998,16,3
5,315449082.0,101180, 03/Jul/1998,16,4
6,307654417.0,101506, 03/Jul/1998,16,5
7,312829063.0,100818, 03/Jul/1998,16,6
8,315492039.0,101804, 03/Jul/1998,16,7
9,324706259.0,103229, 03/Jul/1998,16,8
10,314745373.0,102531, 03/Jul/1998,16,9
11,321854311.0,104824, 03/Jul/1998,16,10
12,328128397.0,104511, 03/Jul/1998,16,11
13,323790632.0,102748, 03/Jul/1998,16,12
14,315586925.0,102005, 03/Jul/1998,16,13
15,331836420.0,103782, 03/Jul/1998,16,14
16,345455265.0,107690, 03/Jul/1998,16,15
17,333471122.0,108915, 03/Jul/1998,16,16
18,332452133.0,105889, 03/Jul/1998,16,17
19,337480519.0,109081, 03/Jul/1998,16,18
20,341687781.0,110813, 03/Jul/1998,16,19
21,339252813.0,113772, 03/Jul/1998,16,20
22,343571741.0,111532, 03/Jul/1998,16,21
23,343585201.0,109196, 03/Jul/1998,16,22
24,358895533.0,109951, 03/Jul/1998,16,23
25,351850795.0,112061, 03/Jul/1998,16,24
26,354440458.0,113458, 03/Jul/1998,16,25
27,347077220.0,109713, 03/Jul/1998,16,26
28,344529011.0,108208, 03/Jul/1998,16,27
29,331850899.0,103794, 03/Jul/1998,16,28
30,323812503.0,102491, 03/Jul/1998,16,29
31,330963240.0,101842, 03/Jul/1998,16,30
32,325446945.0,102531, 03/Jul/1998,16,31
33,336725436.0,105103, 03/Jul/1998,16,32
34,341929116.0,105174, 03/Jul/1998,16,33
35,323403585.0,102312, 03/Jul/1998,16,34
36,326246630.0,103135, 03/Jul/1998,16,35
37,324981021.0,102558, 03/Jul/1998,16,36
38,331896024.0,104488, 03/Jul/1998,16,37
39,327403679.0,104472, 03/Jul/1998,16,38
40,325442176.0,103506, 03/Jul/1998,16,39
41,332191797.0,104554, 03/Jul/1998,16,40
42,337458645.0,104049, 03/Jul/1998,16,41
43,345127880.0,105731, 03/Jul/1998,16,42
44,341890647.0,104985, 03/Jul/1998,16,43
45,340589231.0,106780, 03/Jul/1998,16,44
46,347391021.0,105321, 03/Jul/1998,16,45
47,344218550.0,107514, 03/Jul/1998,16,46
48,350753027.0,108222, 03/Jul/1998,16,47
49,347777288.0,107676, 03/Jul/1998,16,48
50,346427778.0,107828, 03/Jul/1998,16,49
51,352166454.0,109548, 03/Jul/1998,16,50
52,358510221.0,111631, 03/Jul/1998,16,51
53,371749804.0,113063, 03/Jul/1998,16,52
54,364177749.0,112902, 03/Jul/1998,16,53
55,366199910.0,113780, 03/Jul/1998,16,54
56,361440668.0,113583, 03/Jul/1998,16,55
57,14318635.0,4522, 03/Jul/1998,16,56
