,Byte_count,Request_count,Day,Hour,Minute
1,23310329.0,100764, 12/Jul/1998,15,43
2,37564741.0,103840, 12/Jul/1998,15,44
3,41464647.0,104728, 12/Jul/1998,15,45
4,37459354.0,108126, 12/Jul/1998,15,46
5,43816909.0,107896, 12/Jul/1998,15,47
6,39022743.0,109305, 12/Jul/1998,15,48
7,37827450.0,113231, 12/Jul/1998,15,49
8,38117514.0,115386, 12/Jul/1998,15,50
9,43079450.0,116084, 12/Jul/1998,15,51
10,36076008.0,119518, 12/Jul/1998,15,52
11,43750949.0,125954, 12/Jul/1998,15,53
12,39470719.0,127286, 12/Jul/1998,15,54
13,46485629.0,132286, 12/Jul/1998,15,55
14,42037274.0,135135, 12/Jul/1998,15,56
15,45255318.0,133841, 12/Jul/1998,15,57
16,40370030.0,131760, 12/Jul/1998,15,58
17,50758514.0,129028, 12/Jul/1998,15,59
18,0.0,104604, 12/Jul/1998,15,0
19,0.0,101457, 12/Jul/1998,15,1
20,0.0,99235, 12/Jul/1998,15,2
21,0.0,95982, 12/Jul/1998,15,3
22,0.0,97228, 12/Jul/1998,15,4
23,0.0,99084, 12/Jul/1998,15,5
24,0.0,94517, 12/Jul/1998,15,6
25,0.0,91422, 12/Jul/1998,15,7
26,0.0,89813, 12/Jul/1998,15,8
27,0.0,90360, 12/Jul/1998,15,9
28,0.0,90827, 12/Jul/1998,15,10
29,0.0,91575, 12/Jul/1998,15,11
30,0.0,91542, 12/Jul/1998,15,12
31,0.0,95108, 12/Jul/1998,15,13
32,0.0,95531, 12/Jul/1998,15,14
33,0.0,95531, 12/Jul/1998,15,15
34,0.0,97549, 12/Jul/1998,15,16
35,0.0,96514, 12/Jul/1998,15,17
36,0.0,95699, 12/Jul/1998,15,18
37,0.0,96264, 12/Jul/1998,15,19
38,0.0,96593, 12/Jul/1998,15,20
39,0.0,99133, 12/Jul/1998,15,21
40,0.0,101837, 12/Jul/1998,15,22
41,0.0,101715, 12/Jul/1998,15,23
42,0.0,98470, 12/Jul/1998,15,24
43,0.0,100706, 12/Jul/1998,15,25
44,0.0,104379, 12/Jul/1998,15,26
45,0.0,100997, 12/Jul/1998,15,27
46,0.0,102826, 12/Jul/1998,15,28
47,0.0,103854, 12/Jul/1998,15,29
48,0.0,105060, 12/Jul/1998,15,30
49,0.0,103238, 12/Jul/1998,15,31
50,0.0,103519, 12/Jul/1998,15,32
51,0.0,104396, 12/Jul/1998,15,33
52,0.0,102348, 12/Jul/1998,15,34
53,0.0,104341, 12/Jul/1998,15,35
54,0.0,104579, 12/Jul/1998,15,36
55,0.0,104055, 12/Jul/1998,15,37
56,0.0,99893, 12/Jul/1998,15,38
57,0.0,99475, 12/Jul/1998,15,39
58,0.0,95663, 12/Jul/1998,15,40
